rank,name,clan,sponsor,country iso,flag link
1474,Kai,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1475,Krul,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1476,Quickening,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1477,SQuEEN,,,,
1478,SkyTer,EPICENTER.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1479,Alucard,,,,
1480,A.A,,,,
1481,Dauphine,,,,
1482,"千军易得, 一将难求。",,,,
1483,< blank >,,,,
1484,HuaralitoDota!,,,,
1485,WaddlingDuck,+{DT}+.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1486,AlcN,,,mx,http://community.cloudflare.steamstatic.com/public/images/countryflags/mx.gif
1487,L u x,,,,
1488,Mugi ^™,,,ec,http://community.cloudflare.steamstatic.com/public/images/countryflags/ec.gif
1489,PL,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1490,COME ON,,,,
1491,storytell,,,,
1492,Sheep,,,my,http://community.cloudflare.steamstatic.com/public/images/countryflags/my.gif
1493,。Grayson,AG.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1494,JhuNior TuNi,,,,
1495,E-Piranha,,,,
1496,Mystery-,,,lb,http://community.cloudflare.steamstatic.com/public/images/countryflags/lb.gif
1497,NS-ART,THD.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1498,Chana!Andachooo,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1499,Interesting!!,,,,
1500,Joke,,,,
1501,BsB,,,,
1502,shinn,CHRONOS.,,,
1503,filski,AMEN.,,pl,http://community.cloudflare.steamstatic.com/public/images/countryflags/pl.gif
1504,Señor Feto,,,,
1505,§io§_Bloss... de Astora,,,,
1506,Rizee,,,bo,http://community.cloudflare.steamstatic.com/public/images/countryflags/bo.gif
1507,June,,,,
1508,Sandy/\Hook,SM.,,,
1509,WWWWWWKIDGAMER13,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1510,jif,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1511,feedergeorge,CAL.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1512,mode,,,,
1513,Doбpoтa,,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1514,boquinha,ro.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1515,eEuphonious,,,,
1516,fake ben,,,,
1517,Eyen,,,,
1518,Kadusão,B+4.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1519,-YheN|,,,bo,http://community.cloudflare.steamstatic.com/public/images/countryflags/bo.gif
1520,Giomany,,,,
1521,11111,,,,
1522,Fisgon,,,,
1523,Papurri,DG.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1524,lilNait,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1525,Nadie,JyR.,,,
1526,Sempiternal,,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1527,Eddy,ANAL.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1528,Randyzito,,,,
1529,Meew,EV.,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1530,Cuh,o.O.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1531,why all time bruh,,,,
1532,3%,,,,
1533,Layfon,,,,
1534,EJ,TC.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1535,EE (mid or ruining),,,,
1536,Gourdon,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1537,Uncle,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1538,BeatAirplane™,,,,
1539,KnivesChau,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1540,geo,TP.,,ph,http://community.cloudflare.steamstatic.com/public/images/countryflags/ph.gif
1541,1496,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1542,SeKai-,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1543,gbr~,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1544,BENJI,JAMPINET_.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1545,Fullback,QUAG.,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1546,Polar,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1547,Marksman,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1548,Skyward,Rejoin.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1549,c4in,Jaquetinha.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1550,Mk_Kaandarr,RTK.,,,
1551,Scott,,,,
1552,Klaus,,,,
1553,WHATS POPPIN,,,,
1554,ChenCho :3,,,ec,http://community.cloudflare.steamstatic.com/public/images/countryflags/ec.gif
1555,Jacky Chen,,,,
1556,15dotas pos 1,,,,
1557,JL,Boss.,,,
1558,sadge,,,,
1559,Pertelon,,,,
1560,R3tyoz,BP.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1561,AnTONy-,Glory5.,,al,http://community.cloudflare.steamstatic.com/public/images/countryflags/al.gif
1562,M3D1Y4K.[G&N],,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1563,Fang20,SFSU.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1564,ⓗⓤⓖⓔ ⓚⓞⓝⓖⓤⓢ,,,,
1565,hated,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1566,renalu,,,,
1567,wk_ss4,,,,
1568,iMIAUchi,aCATsuki.,,,
1569,Xvideos,,,,
1570,1234,,,,
1571,behavior score is just a number,,,,
1572,FranciscÖ™,USIL.,,,
1573,Ripete,,,,
1574,BurNIng,C.O.D..,,,
1575,Legato,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1576,Z,,,cn,http://community.cloudflare.steamstatic.com/public/images/countryflags/cn.gif
1577,iLostThis,WLB.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1578,D@s,bo.,,bo,http://community.cloudflare.steamstatic.com/public/images/countryflags/bo.gif
1579,Kon,SSS.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1580,FUERZA POPULAR,CIRILOS.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1581,Mr. Achybones,,,,
1582,Ren,,,,
1583,caged wisdom,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1584,Ϟ DjN,,,,
1585,k1nky,,,,
1586,tempos,,,,
1587,𐂃𐂃,,,,
1588,Dryzark,BL.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1589,"[PICAA]""TRADEIT.GG""MANGITO",,,,
1590,Genesis,Secret.,,fr,http://community.cloudflare.steamstatic.com/public/images/countryflags/fr.gif
1591,Baguette Enchantée,,,,
1592,zzz,aaaa.,,,
1593,Elm0,,,,
1594,innerabysm,,,ru,http://community.cloudflare.steamstatic.com/public/images/countryflags/ru.gif
1595,Strawberry,90MILES.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1596,Kodita,NS.,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1597,Boosting Perú 27/12/2020,,,,
1598,CatuBoninaQueen,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1599,i w i,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1600,ZkvZ,MSPXD.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1601,D-,zzz.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1602,Manlio,Gambit.,,it,http://community.cloudflare.steamstatic.com/public/images/countryflags/it.gif
1603,Konspiracy,,,,
1604,Dimeasy,,,kz,http://community.cloudflare.steamstatic.com/public/images/countryflags/kz.gif
1605,POJOÑA,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1606,ny rbbns,,,,
1607,balanced heroes only,,,,
1608,Ashenan,Trash.,,,
1609,FallOutBoy,,,mn,http://community.cloudflare.steamstatic.com/public/images/countryflags/mn.gif
1610,Sonhos D'Nike,,,,
1611,Boros,HG.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1612,SylaR_BladE,DT2.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1613,J-hack,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1614,Duck,UofM.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1615,24 añitos :D,sFT.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1616,123,,,,
1617,Strifey,,,,
1618,chibolo depressed,,,,
1619,|/.asd,..,,jp,http://community.cloudflare.steamstatic.com/public/images/countryflags/jp.gif
1620,JuDisA<3,WG.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1621,Cirno,CAL.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1622,q2weq1e1e0,,,,
1623,Day.,,,,
1624,Skywalker,,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1625,Xbrawl,,,mx,http://community.cloudflare.steamstatic.com/public/images/countryflags/mx.gif
1626,),√Λ.,,jp,http://community.cloudflare.steamstatic.com/public/images/countryflags/jp.gif
1627,dagu,IA.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1628,humble,,,,
1629,Keigo,DP.,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1630,حزن صغير,,,,
1631,.,,,,
1632,Foxy♥ M´E ♥,Panda5.,,ec,http://community.cloudflare.steamstatic.com/public/images/countryflags/ec.gif
1633,sKKiZZy,,,ph,http://community.cloudflare.steamstatic.com/public/images/countryflags/ph.gif
1634,Melu Qut,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1635,GG,,,,
1636,Brocidon,BML.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1637,Emilia > Fantasmin,,,,
1638,D A Y,SnK.,,,
1639,Scaff444,Gg.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1640,Rubi,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1641,KING,,,,
1642,Mteo,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1643,coupe,NG.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1644,Chosen,Boys.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1645,K1llStich,RoF.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1646,Solo Player,,,,
1647,AiYou,,,,
1648,Agony,DZ.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1649,BILIJINS,,,,
1650,memer123,FD.,,,
1651,ape,,,jp,http://community.cloudflare.steamstatic.com/public/images/countryflags/jp.gif
1652,Necali Spamer,,,,
1653,bgod,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1654,Wngl,OGG.,,,
1655,EL PERRO LOCO,,,,
1656,InYourDreaM║MM23,PLUS.,,,
1657,DLD,RF.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1658,Dylann Chrissy G,,,,
1659,Salamander,,,,
1660,zzz,,,,
1661,Only :v,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1662,MNQN,,,,
1663,Diebruno,NR.,,,
1664,AMeNaZa,Cysa.,,,
1665,I like your cut G,,,,
1666,ARCH,,,,
1667,What?,,,,
1668,LAPOSTR46,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1669,Noochm,10KT.,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1670,波波,,,,
1671,Duvet,,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1672,S c a r,,,,
1673,Wolfy!!,,,,
1674,أنا قوي,,,,
1675,Levi,LFT.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1676,...,TG.,,bo,http://community.cloudflare.steamstatic.com/public/images/countryflags/bo.gif
1677,Ore,HHU..,,,
1678,⛧,,,,
1679,Enzoe23,,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1680,Pupp3t~,Panda5.,,ec,http://community.cloudflare.steamstatic.com/public/images/countryflags/ec.gif
1681,Aaron,503.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1682,Blur,,,,
1683,ſneiſagaeogniſneiſagaeogni,,,,
1684,elMatute2,,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1685,Scripter,,,,
1686,ZIP ZAP,DG.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1687,P4k0,Vg.,,ec,http://community.cloudflare.steamstatic.com/public/images/countryflags/ec.gif
1688,pega pega confia,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1689,ST.Thomas,,,,
1690,Henry,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1691,Mr. Dark,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1692,Parra,,,,
1693,a,,,,
1694,1,Legacy.,,uy,http://community.cloudflare.steamstatic.com/public/images/countryflags/uy.gif
1695,Escaveria,BUS.,,,
1696,Levi,,,,
1697,Dun1007,,,,
1698,mpv modee,,,,
1699,"Thorin, Poor Man's Shield",,,,
1700,aquarxus,,,,
1701,Lanaro,Tv-.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1702,Balerotso,,,,
1703,Radamez,Dsky.,,ec,http://community.cloudflare.steamstatic.com/public/images/countryflags/ec.gif
1704,Glassices,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1705,Emilia,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1706,abYSsMA,,,cn,http://community.cloudflare.steamstatic.com/public/images/countryflags/cn.gif
1707,Haru-,,,,
1708,White Cholo,,,,
1709,Angelle,YHLQMDLG.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1710,Artist-,RED.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1711,JuanitoAlimaña,.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1712,qtwerty,TH.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1713,MMNS,LFiC.,,ph,http://community.cloudflare.steamstatic.com/public/images/countryflags/ph.gif
1714,JACKZHAO,,,,
1715,RoTz,MvG.,,uy,http://community.cloudflare.steamstatic.com/public/images/countryflags/uy.gif
1716,WAP,,,,
1717,I34N,,,,
1718,Tavo001,Vkre.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1719,Always me,,,,
1720,烤鸡,DK.,,cn,http://community.cloudflare.steamstatic.com/public/images/countryflags/cn.gif
1721,dima,ROFL.,,,
1722,Pain.smurf,,,,
1723,Impostor,,,,
1724,wodajo,,,,
1725,Shinigami,,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1726,JJBEAR,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1727,GatuZo,,,,
1728,< blank >,,,,
1729,暖羊羊๑,,,,
1730,DanXF,BD.,,,
1731,...,,,,
1732,老皮,SG.,,,
1733,Shifu,,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1734,no bf since birth,,,,
1735,MiLan,,,,
1736,Mybe,Rboys.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1737,era inmortal se bugeo,,,,
1738,S.TheGreenKnight,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1739,Zurdao,PwM.,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1740,Escanor,RTZ.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1741,Hildegarde,Jeon.,,,
1742,PR_ZEUS,,,,
1743,ElPolloLoco,,,es,http://community.cloudflare.steamstatic.com/public/images/countryflags/es.gif
1744,Billie,Dsky.,,,
1745,K4,,,,
1746,Mizu,,,,
1747,LLamezzy,AnTec•.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1748,4what,SR.,,,
1749,Froggy,KdZ.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1750,♠尺u乃ﾉﾑiA乙♠,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1751,Finath,Tv-.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1752,twitch.tv/Rennes__ LIVE ON,,,,
1753,欢迎来到地,,,,
1754,就这？,,,,
1755,Reven,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1756,冲,,,cn,http://community.cloudflare.steamstatic.com/public/images/countryflags/cn.gif
1757,PossuiDu,,,,
1758,dx,,,,
1759,Pick Hoodwink + Bh,,,,
1760,tututuru,,,,
1761,eoka main,,,,
1762,6o4huynh,,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1763,chupetin,RN.KANO♣.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1764,123,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1765,SSCRELL,PMA YOUNG.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1766,Infinite,T.D.,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1767,zxc,,,,
1768,ChiNo,,,,
1769,Pulse,TB.,,in,http://community.cloudflare.steamstatic.com/public/images/countryflags/in.gif
1770,edu,,,,
1771,Dray,MS.,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1772,Marika Tachibana,,,,
1773,Wanheda,SN.,,,
1774,souoop beat,,,,
1775,VulVa,,,,
1776,Jonas,J+4.,,ph,http://community.cloudflare.steamstatic.com/public/images/countryflags/ph.gif
1777,Yana,Ragers.,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1778,CroNnus,,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1779,G4sp4r,BBullz.,,,
1780,Clumsy Boe`,,,,
1781,Literally.Me,lit.,,ca,http://community.cloudflare.steamstatic.com/public/images/countryflags/ca.gif
1782,XM,,,cn,http://community.cloudflare.steamstatic.com/public/images/countryflags/cn.gif
1783,POOPY IN MY PEEP,,,us,http://community.cloudflare.steamstatic.com/public/images/countryflags/us.gif
1784,Khas,,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1785,KACHILOMAN.smurf,NNZ.,,ar,http://community.cloudflare.steamstatic.com/public/images/countryflags/ar.gif
1786,Cheese,gg.ez.ajtm.,,pe,http://community.cloudflare.steamstatic.com/public/images/countryflags/pe.gif
1787,Peruvian prove you can play dota,,,,
1788,=+=,,,,
1789,Merlin,MDF.,,br,http://community.cloudflare.steamstatic.com/public/images/countryflags/br.gif
1790,logonbupt@grace,,,cn,http://community.cloudflare.steamstatic.com/public/images/countryflags/cn.gif
